API,Complexity,Response Time (s),Response Size (bytes)
REST,high,0.4849410057067871,41079
REST,high,0.5161170959472656,41079
REST,high,0.5183689594268799,41079
REST,high,0.45217370986938477,41079
REST,high,0.514178991317749,41079
REST,high,0.582056999206543,41079
REST,high,0.5862419605255127,41079
REST,high,0.5355446338653564,41079
REST,high,0.45021486282348633,41079
REST,high,0.42526793479919434,41079
REST,high,0.45902490615844727,41079
REST,high,0.4353911876678467,41079
REST,high,0.4929232597351074,41079
REST,high,0.45079612731933594,41079
REST,high,0.49694013595581055,41079
REST,high,0.5279850959777832,41079
REST,high,0.6287219524383545,41079
REST,high,0.4335486888885498,41079
REST,high,0.4633941650390625,41079
REST,high,0.44417309761047363,41079
REST,high,0.44818997383117676,41079
REST,high,0.472125768661499,41079
REST,high,0.4201540946960449,41079
REST,high,0.4897782802581787,41079
REST,high,0.44024229049682617,41079
REST,high,0.6267046928405762,41079
REST,high,0.4800436496734619,41079
REST,high,0.47571682929992676,41079
REST,high,0.5484821796417236,41079
REST,high,0.4569129943847656,41079
REST,high,0.5339031219482422,41079
REST,high,0.49071788787841797,41079
REST,high,0.46297693252563477,41079
REST,high,0.6603503227233887,41079
REST,high,0.489426851272583,41079
REST,high,0.4840848445892334,41079
REST,high,0.4405508041381836,41079
REST,high,0.47884178161621094,41079
REST,high,0.5689489841461182,41079
REST,high,0.5775539875030518,41079
REST,high,0.5081372261047363,41079
REST,high,0.5659501552581787,41079
REST,high,0.6047213077545166,41079
REST,high,0.4553802013397217,41079
REST,high,0.5047659873962402,41079
REST,high,0.4726099967956543,41079
REST,high,0.4797487258911133,41079
REST,high,0.44269418716430664,41079
REST,high,0.523486852645874,41079
REST,high,0.44202232360839844,41079
REST,high,0.4678030014038086,41079
REST,high,0.4491708278656006,41079
REST,high,0.4218120574951172,41079
REST,high,0.5086290836334229,41079
REST,high,0.4657888412475586,41079
REST,high,0.47978997230529785,41079
REST,high,0.5002951622009277,41079
REST,high,0.48416686058044434,41079
REST,high,0.5878210067749023,41079
REST,high,0.6381230354309082,41079
REST,high,0.49414801597595215,41079
REST,high,0.45355796813964844,41079
REST,high,0.48008203506469727,41079
REST,high,0.48650503158569336,41079
REST,high,0.4282097816467285,41079
REST,high,0.4734070301055908,41079
REST,high,0.5236239433288574,41079
REST,high,0.6112070083618164,41079
REST,high,0.4780280590057373,41079
REST,high,0.46848106384277344,41079
REST,high,0.47199201583862305,41079
REST,high,0.5081610679626465,41079
REST,high,0.48903393745422363,41079
REST,high,0.5261991024017334,41079
REST,high,0.6239597797393799,41079
REST,high,0.5129749774932861,41079
REST,high,0.5463290214538574,41079
REST,high,0.5150067806243896,41079
REST,high,0.4947690963745117,41079
REST,high,0.4806480407714844,41079
REST,high,0.5812747478485107,41079
REST,high,0.5479209423065186,41079
REST,high,0.4998209476470947,41079
REST,high,0.4963209629058838,41079
REST,high,0.49938488006591797,41079
REST,high,0.490297794342041,41079
REST,high,0.5700058937072754,41079
REST,high,0.47064709663391113,41079
REST,high,0.4648158550262451,41079
REST,high,0.4385032653808594,41079
REST,high,0.4568760395050049,41079
REST,high,0.469235897064209,41079
REST,high,0.45711278915405273,41079
REST,high,0.4365968704223633,41079
REST,high,0.5093319416046143,41079
REST,high,0.5005121231079102,41079
REST,high,0.4548320770263672,41079
REST,high,0.4677460193634033,41079
REST,high,0.4841930866241455,41079
REST,high,0.5046460628509521,41079
REST,high,0.47179222106933594,41079
REST,high,0.4763810634613037,41079
REST,high,0.4758272171020508,41079
REST,high,0.5464379787445068,41079
REST,high,0.5037250518798828,41079
REST,high,0.4826509952545166,41079
REST,high,0.5055711269378662,41079
REST,high,0.5664842128753662,41079
REST,high,0.6027371883392334,41079
REST,high,0.8864729404449463,41079
REST,high,0.7566273212432861,41079
REST,high,0.7404139041900635,41079
REST,high,0.5860199928283691,41079
REST,high,0.7324478626251221,41079
REST,high,0.5844459533691406,41079
REST,high,1.3510150909423828,41079
REST,high,0.6819541454315186,41079
REST,high,0.5800719261169434,41079
REST,high,1.4476909637451172,41079
REST,high,0.49653100967407227,41079
REST,high,0.44536781311035156,41079
REST,high,0.44596409797668457,41079
REST,high,0.48293495178222656,41079
REST,high,0.5026168823242188,41079
REST,high,0.4799010753631592,41079
REST,high,0.44884300231933594,41079
REST,high,0.5524928569793701,41079
REST,high,0.48686790466308594,41079
REST,high,0.5713517665863037,41079
REST,high,0.5283520221710205,41079
REST,high,0.4465000629425049,41079
REST,high,0.5025901794433594,41079
REST,high,0.4794039726257324,41079
GraphQL,low,0.47292208671569824,265
GraphQL,low,0.41700196266174316,265
GraphQL,low,0.46471309661865234,265
GraphQL,low,0.42970800399780273,265
GraphQL,low,0.4817631244659424,265
GraphQL,low,0.4677891731262207,265
GraphQL,low,0.44913172721862793,265
GraphQL,low,0.5009148120880127,265
GraphQL,low,0.47518205642700195,265
GraphQL,low,0.4347071647644043,265
GraphQL,low,0.43778371810913086,265
GraphQL,low,0.443587064743042,265
GraphQL,low,0.4652433395385742,265
GraphQL,low,0.4585731029510498,265
GraphQL,low,0.4730710983276367,265
GraphQL,low,0.9410161972045898,265
GraphQL,low,0.47199010848999023,265
GraphQL,low,0.4674091339111328,265
GraphQL,low,0.4990808963775635,265
GraphQL,low,0.5893011093139648,265
GraphQL,low,0.4810469150543213,265
GraphQL,low,0.5250442028045654,265
GraphQL,low,1.4436819553375244,265
GraphQL,low,0.473268985748291,265
GraphQL,low,0.5063438415527344,265
GraphQL,low,0.4974539279937744,265
GraphQL,low,0.4552950859069824,265
GraphQL,low,0.4816291332244873,265
GraphQL,low,0.4180748462677002,265
GraphQL,low,0.49856090545654297,265
GraphQL,low,0.4536299705505371,265
GraphQL,low,0.440777063369751,265
GraphQL,low,0.5756549835205078,265
GraphQL,low,0.45388269424438477,265
GraphQL,low,0.4648909568786621,265
GraphQL,low,0.5190601348876953,265
GraphQL,low,0.4242379665374756,265
GraphQL,low,0.43194007873535156,265
GraphQL,low,0.5609738826751709,265
GraphQL,low,0.4766659736633301,265
GraphQL,low,0.6402597427368164,265
GraphQL,low,0.4566340446472168,265
GraphQL,low,0.45201706886291504,265
GraphQL,low,0.4574918746948242,265
GraphQL,low,0.446580171585083,265
GraphQL,low,0.45384812355041504,265
GraphQL,low,0.47064709663391113,265
GraphQL,low,0.4306371212005615,265
GraphQL,low,0.4870338439941406,265
GraphQL,low,0.5505437850952148,265
GraphQL,low,0.43239617347717285,265
GraphQL,low,0.4305891990661621,265
GraphQL,low,0.438474178314209,265
GraphQL,low,0.5296738147735596,265
GraphQL,low,0.46714186668395996,265
GraphQL,low,0.43162107467651367,265
GraphQL,low,0.46676135063171387,265
GraphQL,low,0.5204012393951416,265
GraphQL,low,0.4613058567047119,265
GraphQL,low,0.4479868412017822,265
GraphQL,low,0.4989330768585205,265
GraphQL,low,0.4465510845184326,265
GraphQL,low,0.57753586769104,265
GraphQL,low,0.4882078170776367,265
GraphQL,low,0.49195075035095215,265
GraphQL,low,0.615664005279541,265
GraphQL,low,0.4505579471588135,265
GraphQL,low,0.5016450881958008,265
GraphQL,low,0.45096397399902344,265
GraphQL,low,0.6031181812286377,265
GraphQL,low,0.5063731670379639,265
GraphQL,low,0.44695186614990234,265
GraphQL,low,0.44805097579956055,265
GraphQL,low,0.4416522979736328,265
GraphQL,low,0.4292929172515869,265
GraphQL,low,0.5141661167144775,265
GraphQL,low,0.4898390769958496,265
GraphQL,low,0.4852447509765625,265
GraphQL,low,0.44486284255981445,265
GraphQL,low,0.49417686462402344,265
GraphQL,low,0.47765278816223145,265
GraphQL,low,0.44214606285095215,265
GraphQL,low,1.451016902923584,265
GraphQL,low,0.4559359550476074,265
GraphQL,low,0.45958781242370605,265
GraphQL,low,0.4223179817199707,265
GraphQL,low,0.5326530933380127,265
GraphQL,low,0.44272708892822266,265
GraphQL,low,0.46093225479125977,265
GraphQL,low,0.5372259616851807,265
GraphQL,low,0.5013480186462402,265
GraphQL,low,0.4483802318572998,265
GraphQL,low,0.42602992057800293,265
GraphQL,low,0.46547889709472656,265
GraphQL,low,0.43372392654418945,265
GraphQL,low,0.5179498195648193,265
GraphQL,low,0.4913930892944336,265
GraphQL,low,0.4579341411590576,265
GraphQL,low,0.46421098709106445,265
GraphQL,low,0.42412495613098145,265
GraphQL,medium,0.4745199680328369,529
GraphQL,medium,0.4468657970428467,529
GraphQL,medium,0.6159610748291016,529
GraphQL,medium,0.43172121047973633,529
GraphQL,medium,0.5899288654327393,529
GraphQL,medium,0.4938969612121582,529
GraphQL,medium,0.44452905654907227,529
GraphQL,medium,0.5634622573852539,529
GraphQL,medium,0.4759049415588379,529
GraphQL,medium,0.47536587715148926,529
GraphQL,medium,0.4441509246826172,529
GraphQL,medium,0.5504729747772217,529
GraphQL,medium,0.44231081008911133,529
GraphQL,medium,0.4997580051422119,529
GraphQL,medium,0.6017589569091797,529
GraphQL,medium,0.4356977939605713,529
GraphQL,medium,0.5028400421142578,529
GraphQL,medium,0.4343760013580322,529
GraphQL,medium,0.45598793029785156,529
GraphQL,medium,0.4457569122314453,529
GraphQL,medium,0.48046302795410156,529
GraphQL,medium,0.45026397705078125,529
GraphQL,medium,0.5663528442382812,529
GraphQL,medium,0.4814269542694092,529
GraphQL,medium,0.42704010009765625,529
GraphQL,medium,0.5721569061279297,529
GraphQL,medium,0.5030579566955566,529
GraphQL,medium,0.5093600749969482,529
GraphQL,medium,0.49657392501831055,529
GraphQL,medium,0.4404897689819336,529
GraphQL,medium,0.4863169193267822,529
GraphQL,medium,0.46087074279785156,529
GraphQL,medium,0.4768400192260742,529
GraphQL,medium,0.49342799186706543,529
GraphQL,medium,0.49486207962036133,529
GraphQL,medium,0.4521517753601074,529
GraphQL,medium,0.42775440216064453,529
GraphQL,medium,0.5074958801269531,529
GraphQL,medium,0.506011962890625,529
GraphQL,medium,0.5040020942687988,529
GraphQL,medium,0.4986917972564697,529
GraphQL,medium,0.5231108665466309,529
GraphQL,medium,0.4603080749511719,529
GraphQL,medium,0.47949790954589844,529
GraphQL,medium,0.44394397735595703,529
GraphQL,medium,0.48985791206359863,529
GraphQL,medium,0.45273399353027344,529
GraphQL,medium,0.5153028964996338,529
GraphQL,medium,0.471707820892334,529
GraphQL,medium,0.4659998416900635,529
GraphQL,medium,0.48447203636169434,529
GraphQL,medium,0.49290895462036133,529
GraphQL,medium,0.44350600242614746,529
GraphQL,medium,0.46404385566711426,529
GraphQL,medium,0.5157921314239502,529
GraphQL,medium,0.5927488803863525,529
GraphQL,medium,0.45616912841796875,529
GraphQL,medium,0.44275784492492676,529
GraphQL,medium,0.4720041751861572,529
GraphQL,medium,0.5287339687347412,529
GraphQL,medium,0.4458599090576172,529
GraphQL,medium,0.5167298316955566,529
GraphQL,medium,0.4167640209197998,529
GraphQL,medium,0.4693009853363037,529
GraphQL,medium,0.4162590503692627,529
GraphQL,medium,0.4224231243133545,529
GraphQL,medium,0.4519059658050537,529
GraphQL,medium,0.4650886058807373,529
GraphQL,medium,0.4484529495239258,529
GraphQL,medium,0.49634289741516113,529
GraphQL,medium,0.438474178314209,529
GraphQL,medium,0.4658808708190918,529
GraphQL,medium,0.46410107612609863,529
GraphQL,medium,0.44257593154907227,529
GraphQL,medium,0.5433096885681152,529
GraphQL,medium,0.4194469451904297,529
GraphQL,medium,0.4416921138763428,529
GraphQL,medium,0.463468074798584,529
GraphQL,medium,0.5353169441223145,529
GraphQL,medium,0.5787429809570312,529
GraphQL,medium,0.6747372150421143,529
GraphQL,medium,0.5607638359069824,529
GraphQL,medium,0.5149519443511963,529
GraphQL,medium,0.5490779876708984,529
GraphQL,medium,0.5869882106781006,529
GraphQL,medium,0.605212926864624,529
GraphQL,medium,0.555340051651001,529
GraphQL,medium,0.5363388061523438,529
GraphQL,medium,0.4655611515045166,529
GraphQL,medium,0.47559094429016113,529
GraphQL,medium,0.48266077041625977,529
GraphQL,medium,0.4555950164794922,529
GraphQL,medium,0.4362199306488037,529
GraphQL,medium,0.4351637363433838,529
GraphQL,medium,0.6632258892059326,529
GraphQL,medium,0.4675331115722656,529
GraphQL,medium,0.5767238140106201,529
GraphQL,medium,0.44356513023376465,529
GraphQL,medium,0.4153628349304199,529
GraphQL,medium,0.4571390151977539,529
GraphQL,medium,0.43526506423950195,529
GraphQL,medium,0.43076419830322266,529
GraphQL,medium,0.48345208168029785,529
GraphQL,medium,0.47797298431396484,529
GraphQL,medium,0.41053104400634766,529
GraphQL,medium,0.712548017501831,529
GraphQL,medium,0.4935150146484375,529
GraphQL,medium,0.41797709465026855,529
GraphQL,medium,0.42150211334228516,529
GraphQL,medium,0.4873518943786621,529
GraphQL,medium,0.47765088081359863,529
GraphQL,medium,0.42496490478515625,529
GraphQL,medium,0.5068740844726562,529
GraphQL,medium,0.5113961696624756,529
GraphQL,medium,0.4372260570526123,529
GraphQL,medium,0.44016098976135254,529
GraphQL,medium,0.4226522445678711,529
GraphQL,medium,0.4448831081390381,529
GraphQL,medium,0.44153428077697754,529
GraphQL,medium,0.4522891044616699,529
GraphQL,medium,0.4462568759918213,529
GraphQL,medium,0.46338415145874023,529
GraphQL,medium,0.48423075675964355,529
GraphQL,medium,0.4592721462249756,529
GraphQL,medium,0.43267297744750977,529
GraphQL,medium,0.4199981689453125,529
GraphQL,medium,0.5034139156341553,529
GraphQL,medium,0.5223491191864014,529
GraphQL,medium,0.44720983505249023,529
GraphQL,medium,0.4253408908843994,529
GraphQL,medium,0.42200422286987305,529
GraphQL,medium,0.4407980442047119,529
GraphQL,medium,0.4907059669494629,529
GraphQL,medium,0.4790940284729004,529
GraphQL,medium,0.4804410934448242,529
GraphQL,medium,0.42993783950805664,529
GraphQL,medium,0.4699692726135254,529
GraphQL,medium,0.6540999412536621,529
GraphQL,medium,0.44602489471435547,529
GraphQL,medium,0.44675111770629883,529
GraphQL,medium,0.422260046005249,529
GraphQL,medium,0.45262813568115234,529
GraphQL,medium,0.5458791255950928,529
GraphQL,medium,0.49358701705932617,529
GraphQL,medium,0.6993217468261719,529
GraphQL,medium,0.4709300994873047,529
GraphQL,medium,0.5106198787689209,529
GraphQL,medium,0.49535417556762695,529
GraphQL,medium,0.41939711570739746,529
GraphQL,medium,0.5270960330963135,529
GraphQL,high,0.46860790252685547,1454
GraphQL,high,0.4702730178833008,1454
GraphQL,high,0.41056370735168457,1454
GraphQL,high,0.4883570671081543,1454
GraphQL,high,0.5142168998718262,1454
GraphQL,high,0.498215913772583,1454
GraphQL,high,0.4979817867279053,1454
GraphQL,high,0.4404122829437256,1454
GraphQL,high,0.4808821678161621,1454
GraphQL,high,0.49096107482910156,1454
GraphQL,high,0.550482988357544,1454
GraphQL,high,0.5730950832366943,1454
GraphQL,high,0.5790989398956299,1454
GraphQL,high,0.4339289665222168,1454
GraphQL,high,0.4557359218597412,1454
GraphQL,high,0.4981529712677002,1454
GraphQL,high,0.5249698162078857,1454
GraphQL,high,0.45354413986206055,1454
GraphQL,high,0.44889378547668457,1454
GraphQL,high,0.4732201099395752,1454
GraphQL,high,0.467454195022583,1454
